SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION00266,Undergraduate,Math,17/7/2024,12.54,4,Writing,3,Idea Drafted,FALSE,3
SESSION00267,Undergraduate,Computer Science,7/12/2024,2.32,1,Writing,2,Assignment Completed,TRUE,2.3
SESSION00268,Undergraduate,Engineering,13/9/2024,10.81,2,Coding,5,Assignment Completed,TRUE,5
SESSION00269,Undergraduate,Computer Science,17/2/2025,20.42,5,Coding,4,Assignment Completed,TRUE,2.5
SESSION00270,High School,Computer Science,9/3/2025,16.65,3,Coding,4,Assignment Completed,TRUE,4.8
SESSION00271,Graduate,Computer Science,21/11/2024,37.77,11,Writing,3,Assignment Completed,TRUE,3.9
SESSION00272,Graduate,Psychology,6/9/2024,2.61,1,Writing,4,Assignment Completed,TRUE,5
SESSION00273,High School,History,10/5/2025,9.13,4,Coding,5,Assignment Completed,FALSE,4.1
SESSION00274,Undergraduate,Engineering,14/1/2025,8.67,3,Coding,4,Assignment Completed,TRUE,4.2
SESSION00275,Undergraduate,Computer Science,15/10/2024,5.8,1,Coding,3,Assignment Completed,TRUE,3.4
SESSION00276,Undergraduate,History,4/11/2024,13.93,6,Coding,4,Confused,FALSE,4.1
SESSION00277,Graduate,Biology,15/8/2024,7.68,1,Homework Help,4,Gave Up,FALSE,4.4
SESSION00278,High School,Biology,28/11/2024,35.9,13,Writing,2,Assignment Completed,TRUE,1.5
SESSION00279,Undergraduate,Biology,8/2/2025,33.35,12,Studying,4,Idea Drafted,TRUE,3.3
SESSION00280,Undergraduate,History,30/11/2024,11.31,4,Studying,4,Assignment Completed,TRUE,3.6
SESSION00281,Undergraduate,Psychology,12/6/2025,6.85,1,Studying,4,Confused,FALSE,3.9
SESSION00282,Undergraduate,Engineering,3/2/2025,46.75,10,Writing,4,Assignment Completed,TRUE,3.8
SESSION00283,Graduate,Math,13/10/2024,30.02,7,Homework Help,3,Confused,FALSE,2.2
SESSION00284,Graduate,Engineering,6/10/2024,25.69,6,Research,2,Gave Up,TRUE,1
SESSION00285,High School,Computer Science,28/9/2024,32.81,9,Writing,2,Assignment Completed,TRUE,1
SESSION00286,Undergraduate,History,18/2/2025,16.3,5,Research,2,Confused,FALSE,1
SESSION00287,Graduate,Computer Science,22/5/2025,6.57,1,Studying,2,Confused,TRUE,1.3
SESSION00288,Undergraduate,Biology,4/6/2025,14.75,3,Studying,4,Assignment Completed,TRUE,4.6
SESSION00289,Undergraduate,Biology,11/8/2024,28.55,8,Homework Help,3,Assignment Completed,TRUE,3.2
SESSION00290,High School,Computer Science,25/3/2025,33.99,15,Studying,5,Assignment Completed,TRUE,4.8
SESSION00291,High School,Biology,4/12/2024,26.87,7,Studying,4,Assignment Completed,FALSE,3.9
SESSION00292,High School,Math,1/10/2024,16.5,3,Studying,3,Assignment Completed,FALSE,2.2
SESSION00293,High School,Biology,2/3/2025,32.25,8,Writing,5,Assignment Completed,FALSE,4.1
SESSION00294,High School,Biology,14/2/2025,47.14,14,Studying,3,Confused,TRUE,2.6
SESSION00295,Undergraduate,Biology,3/1/2025,51.31,17,Brainstorming,3,Idea Drafted,FALSE,2.8
SESSION00296,Undergraduate,Math,24/6/2024,7.44,1,Writing,5,Idea Drafted,FALSE,5
SESSION00297,Undergraduate,History,7/8/2024,5.22,1,Studying,5,Confused,FALSE,5
SESSION00298,Undergraduate,Psychology,28/11/2024,21.84,5,Writing,3,Assignment Completed,TRUE,1.8
SESSION00299,High School,Math,8/2/2025,16.6,3,Coding,4,Confused,TRUE,4.2
SESSION00300,Undergraduate,Biology,6/9/2024,15.18,3,Coding,4,Assignment Completed,TRUE,4.6
SESSION00301,Undergraduate,Biology,10/4/2025,7.5,2,Writing,4,Idea Drafted,TRUE,5
SESSION00302,High School,Psychology,30/9/2024,26.34,6,Writing,4,Assignment Completed,TRUE,2.6
SESSION00303,Undergraduate,Biology,19/3/2025,5.5,1,Homework Help,3,Confused,TRUE,2.4
SESSION00304,Undergraduate,Math,12/8/2024,11.76,3,Research,3,Confused,TRUE,3.5
SESSION00305,Undergraduate,Psychology,2/2/2025,25.46,10,Coding,2,Assignment Completed,TRUE,1.9
SESSION00306,High School,Math,3/9/2024,9.37,2,Coding,4,Idea Drafted,FALSE,4.6
SESSION00307,Graduate,Business,6/5/2025,7.17,2,Coding,1,Assignment Completed,FALSE,1.5
SESSION00308,High School,Engineering,27/2/2025,5.81,1,Homework Help,5,Confused,TRUE,5
SESSION00309,High School,Business,4/2/2025,35.62,13,Studying,3,Idea Drafted,TRUE,2.5
SESSION00310,Undergraduate,Business,9/8/2024,16.58,3,Writing,2,Assignment Completed,TRUE,3.3
SESSION00311,Undergraduate,Computer Science,11/3/2025,3.82,1,Studying,2,Gave Up,FALSE,2.3
SESSION00312,High School,Biology,28/9/2024,5.55,2,Studying,3,Assignment Completed,TRUE,3.5
SESSION00313,Graduate,Engineering,14/8/2024,33.36,12,Homework Help,5,Assignment Completed,TRUE,5
SESSION00314,Undergraduate,History,27/3/2025,9.81,2,Homework Help,5,Assignment Completed,TRUE,5
SESSION00315,High School,History,9/7/2024,47.09,15,Studying,4,Assignment Completed,TRUE,4.8
SESSION00316,Undergraduate,Computer Science,21/9/2024,16.69,8,Coding,3,Assignment Completed,TRUE,2.5
SESSION00317,Undergraduate,History,29/9/2024,31.75,10,Coding,5,Confused,TRUE,5
SESSION00318,Graduate,Biology,9/4/2025,3.3,1,Writing,4,Idea Drafted,TRUE,5
SESSION00319,Undergraduate,Biology,12/7/2024,6.4,1,Coding,2,Assignment Completed,TRUE,1.8
SESSION00320,Undergraduate,History,3/4/2025,4.74,1,Writing,3,Confused,TRUE,3.7
SESSION00321,Graduate,Psychology,22/7/2024,10.98,3,Homework Help,4,Idea Drafted,TRUE,5
SESSION00322,Undergraduate,Business,16/3/2025,7.29,2,Writing,2,Assignment Completed,FALSE,3.2
SESSION00323,Graduate,Engineering,24/11/2024,32.5,10,Homework Help,3,Idea Drafted,TRUE,3.1
SESSION00324,Graduate,Engineering,14/8/2024,14.26,2,Coding,4,Confused,FALSE,3.2
SESSION00325,Undergraduate,Psychology,16/9/2024,4.1,1,Studying,3,Idea Drafted,TRUE,4.1
SESSION00326,Undergraduate,Business,9/10/2024,2.85,1,Writing,5,Assignment Completed,TRUE,5
SESSION00327,High School,Biology,6/8/2024,19.02,6,Studying,2,Idea Drafted,TRUE,2.4
SESSION00328,High School,Psychology,2/2/2025,16.06,4,Research,5,Gave Up,FALSE,4.5
SESSION00329,Graduate,Computer Science,25/6/2024,25.85,5,Coding,3,Idea Drafted,TRUE,2.3
SESSION00330,High School,Computer Science,4/3/2025,40.09,14,Homework Help,4,Confused,FALSE,4.2
SESSION00331,High School,Psychology,13/9/2024,43.18,11,Writing,4,Assignment Completed,TRUE,4.6
SESSION00332,Undergraduate,Business,29/3/2025,20.72,5,Studying,4,Idea Drafted,TRUE,4.8
SESSION00333,Graduate,Business,6/8/2024,32.63,12,Studying,2,Assignment Completed,TRUE,2
SESSION00334,Graduate,History,12/5/2025,25.56,8,Coding,4,Idea Drafted,TRUE,4
SESSION00335,Undergraduate,History,21/3/2025,16.77,3,Studying,3,Assignment Completed,TRUE,2.5
SESSION00336,Undergraduate,Math,29/6/2024,11.91,3,Homework Help,5,Assignment Completed,TRUE,4.6
SESSION00337,Undergraduate,Computer Science,1/12/2024,41.87,9,Writing,3,Confused,FALSE,2.4
SESSION00338,Undergraduate,Engineering,4/8/2024,39.77,9,Writing,3,Assignment Completed,TRUE,3
SESSION00339,Graduate,Biology,3/11/2024,33.45,9,Writing,4,Gave Up,FALSE,3.7
SESSION00340,Undergraduate,Business,12/9/2024,23,5,Coding,3,Confused,FALSE,3.8
SESSION00341,Undergraduate,Engineering,14/12/2024,15.82,3,Homework Help,2,Assignment Completed,TRUE,1
SESSION00342,Undergraduate,Business,19/8/2024,10.32,2,Writing,2,Assignment Completed,TRUE,2.6
SESSION00343,Undergraduate,Business,20/8/2024,15.62,6,Studying,4,Idea Drafted,TRUE,3.1
SESSION00344,High School,Math,1/4/2025,19.67,4,Writing,4,Assignment Completed,FALSE,3.1
SESSION00345,Undergraduate,Math,2/3/2025,12.47,3,Coding,4,Gave Up,TRUE,4
SESSION00346,Graduate,Psychology,25/4/2025,36.36,8,Writing,4,Idea Drafted,TRUE,2.5
SESSION00347,High School,Biology,10/8/2024,10.01,3,Studying,4,Confused,TRUE,4.4
SESSION00348,Undergraduate,Computer Science,27/5/2025,15.63,4,Studying,5,Confused,TRUE,5
SESSION00349,Undergraduate,History,14/11/2024,7.9,1,Studying,5,Assignment Completed,TRUE,5
SESSION00350,Undergraduate,Business,28/10/2024,0.03,1,Homework Help,5,Idea Drafted,TRUE,5
SESSION00351,Undergraduate,Computer Science,30/11/2024,11.89,3,Writing,1,Idea Drafted,TRUE,1
SESSION00352,High School,Biology,18/11/2024,20.59,9,Studying,2,Idea Drafted,TRUE,1.7
SESSION00353,Undergraduate,History,7/3/2025,7.79,1,Writing,2,Assignment Completed,FALSE,2
SESSION00354,High School,Business,11/1/2025,14.18,4,Writing,3,Assignment Completed,TRUE,2.7
SESSION00355,High School,Business,15/3/2025,13.67,4,Writing,5,Assignment Completed,FALSE,4.6
SESSION00356,Undergraduate,Psychology,8/10/2024,22.26,8,Writing,3,Idea Drafted,FALSE,3.5
SESSION00357,Undergraduate,Biology,13/12/2024,5.67,1,Writing,5,Confused,FALSE,4.5
SESSION00358,Undergraduate,Engineering,8/3/2025,9.04,1,Brainstorming,3,Idea Drafted,TRUE,3.9
SESSION00359,High School,History,10/9/2024,39.09,8,Coding,3,Idea Drafted,TRUE,3.4
SESSION00360,Undergraduate,Psychology,23/5/2025,24.22,5,Coding,3,Assignment Completed,FALSE,2.5
SESSION00361,Undergraduate,Math,25/2/2025,10.69,3,Coding,4,Gave Up,FALSE,4.4
SESSION00362,Undergraduate,History,19/8/2024,10.15,3,Studying,3,Idea Drafted,TRUE,3.4
SESSION00363,Undergraduate,Business,12/9/2024,19.26,5,Writing,4,Assignment Completed,TRUE,4.1
SESSION00364,Undergraduate,Psychology,22/11/2024,7.04,2,Coding,3,Idea Drafted,TRUE,3.2
SESSION00365,Undergraduate,Math,8/11/2024,14.84,3,Homework Help,5,Assignment Completed,FALSE,4.6
SESSION00366,Undergraduate,Math,5/9/2024,9.61,2,Homework Help,4,Assignment Completed,FALSE,5
SESSION00367,Undergraduate,Computer Science,27/5/2025,14.03,6,Writing,2,Idea Drafted,FALSE,1.2
SESSION00368,High School,Psychology,9/3/2025,4.78,1,Coding,1,Gave Up,FALSE,1.9
SESSION00369,Undergraduate,Psychology,23/5/2025,12.03,3,Writing,2,Assignment Completed,TRUE,2.9
SESSION00370,Graduate,History,8/3/2025,0.94,1,Coding,3,Assignment Completed,TRUE,3.2
SESSION00371,Undergraduate,Math,26/9/2024,7.55,3,Homework Help,3,Idea Drafted,TRUE,1
SESSION00372,Undergraduate,Engineering,31/12/2024,11.97,2,Studying,4,Idea Drafted,FALSE,3.8
SESSION00373,Undergraduate,Biology,30/12/2024,21.68,4,Studying,3,Assignment Completed,TRUE,3.3
SESSION00374,Undergraduate,Math,8/10/2024,3.93,1,Coding,4,Assignment Completed,TRUE,4.5
SESSION00375,Undergraduate,Business,10/12/2024,3.32,1,Coding,2,Assignment Completed,FALSE,2.1
SESSION00376,High School,Biology,13/7/2024,13.91,3,Homework Help,5,Assignment Completed,FALSE,4.6
SESSION00377,Graduate,Engineering,29/9/2024,8.47,1,Homework Help,4,Idea Drafted,FALSE,2.4
SESSION00378,Undergraduate,Business,25/6/2024,6.53,2,Homework Help,3,Assignment Completed,TRUE,2.8
SESSION00379,Graduate,Engineering,9/12/2024,30.96,6,Homework Help,4,Assignment Completed,TRUE,2.4
SESSION00380,Undergraduate,Math,21/12/2024,17.85,5,Writing,3,Assignment Completed,TRUE,5
SESSION00381,Undergraduate,Psychology,24/8/2024,31.31,6,Coding,4,Confused,TRUE,4.1
SESSION00382,Graduate,Math,17/7/2024,18.08,8,Brainstorming,3,Confused,FALSE,3.5
SESSION00383,High School,Business,23/4/2025,9.85,3,Coding,4,Assignment Completed,TRUE,3.8
SESSION00384,Graduate,Psychology,4/6/2025,33.06,10,Coding,2,Assignment Completed,FALSE,1.1
SESSION00385,Undergraduate,Psychology,13/5/2025,40.6,9,Studying,2,Assignment Completed,TRUE,2.2
SESSION00386,High School,Math,17/7/2024,11.01,2,Brainstorming,2,Idea Drafted,TRUE,1.4
SESSION00387,Undergraduate,Engineering,10/4/2025,10.49,4,Writing,3,Idea Drafted,FALSE,4.7
SESSION00388,Undergraduate,History,19/12/2024,17.66,4,Coding,2,Idea Drafted,TRUE,2
SESSION00389,Undergraduate,Business,13/1/2025,61.31,18,Studying,3,Assignment Completed,TRUE,3.2
SESSION00390,Undergraduate,History,14/10/2024,28.8,6,Brainstorming,2,Idea Drafted,TRUE,1.6
SESSION00391,Undergraduate,Math,11/9/2024,3.53,1,Coding,3,Assignment Completed,TRUE,4.1
SESSION00392,Undergraduate,Engineering,1/12/2024,12.87,4,Research,5,Assignment Completed,TRUE,5
SESSION00393,Graduate,Engineering,5/8/2024,3.54,1,Writing,4,Assignment Completed,TRUE,4.2
SESSION00394,Undergraduate,Psychology,1/6/2025,6.99,2,Coding,2,Assignment Completed,TRUE,2.9
SESSION00395,High School,Biology,13/10/2024,23.69,5,Studying,3,Assignment Completed,TRUE,3.5
SESSION00396,High School,Biology,17/8/2024,28.33,12,Coding,5,Confused,FALSE,5
SESSION00397,High School,History,12/10/2024,22.81,5,Writing,3,Idea Drafted,TRUE,3.7
SESSION00398,Undergraduate,Business,10/10/2024,12.61,5,Homework Help,5,Confused,TRUE,4.2
SESSION00399,High School,Biology,31/8/2024,5.02,1,Writing,3,Assignment Completed,TRUE,2.3
SESSION00400,Graduate,History,6/12/2024,35.16,7,Coding,5,Assignment Completed,TRUE,5
SESSION00401,Graduate,Biology,18/4/2025,20.06,9,Writing,4,Assignment Completed,TRUE,2.7
SESSION00402,Undergraduate,Engineering,29/6/2024,7,2,Coding,3,Assignment Completed,TRUE,2.9
SESSION00403,Graduate,History,24/12/2024,15.1,3,Writing,2,Confused,TRUE,3.7
SESSION00404,Graduate,History,25/4/2025,24.65,6,Coding,4,Idea Drafted,TRUE,4.3
SESSION00405,Undergraduate,Biology,16/4/2025,17.26,3,Writing,4,Idea Drafted,TRUE,4.6
SESSION00406,Graduate,Biology,15/1/2025,5.97,2,Writing,2,Idea Drafted,TRUE,1
SESSION00407,Undergraduate,History,19/7/2024,51.62,11,Studying,3,Gave Up,FALSE,3
SESSION00408,Graduate,Engineering,6/2/2025,3.38,1,Homework Help,2,Assignment Completed,TRUE,2.2
SESSION00409,Undergraduate,Engineering,17/12/2024,10.12,4,Studying,1,Idea Drafted,TRUE,1
SESSION00410,Undergraduate,Engineering,6/11/2024,12.91,4,Coding,3,Confused,FALSE,3.1
SESSION00411,Graduate,History,19/10/2024,7.62,2,Coding,4,Gave Up,FALSE,5
SESSION00412,Undergraduate,Business,1/3/2025,15.6,5,Studying,3,Assignment Completed,FALSE,2.9
SESSION00413,Undergraduate,History,19/9/2024,17.95,3,Research,2,Assignment Completed,TRUE,2.1
SESSION00414,High School,Business,15/12/2024,62.76,17,Homework Help,4,Idea Drafted,TRUE,3.6
SESSION00415,Undergraduate,Engineering,10/9/2024,8.1,1,Studying,2,Idea Drafted,TRUE,1
SESSION00416,Undergraduate,Psychology,18/3/2025,7.89,1,Studying,4,Assignment Completed,TRUE,4.3
SESSION00417,Undergraduate,Biology,25/5/2025,9.01,1,Writing,4,Assignment Completed,TRUE,4.3
SESSION00418,High School,Engineering,9/10/2024,28.71,6,Homework Help,5,Assignment Completed,TRUE,5
SESSION00419,High School,Psychology,16/5/2025,25.06,6,Homework Help,5,Assignment Completed,TRUE,4.1
SESSION00420,Graduate,Biology,26/12/2024,12.02,3,Writing,4,Assignment Completed,TRUE,2.9
SESSION00421,Undergraduate,Math,22/11/2024,3.64,1,Coding,2,Idea Drafted,FALSE,2
SESSION00422,Undergraduate,Biology,6/10/2024,41.64,20,Homework Help,3,Assignment Completed,FALSE,4.5
SESSION00423,Undergraduate,History,25/8/2024,29.96,8,Writing,4,Idea Drafted,FALSE,4.7
SESSION00424,Undergraduate,Math,27/12/2024,40.96,12,Brainstorming,4,Gave Up,TRUE,4.3
SESSION00425,High School,Engineering,17/9/2024,19.56,6,Studying,2,Assignment Completed,TRUE,2
SESSION00426,Graduate,Engineering,11/12/2024,21.57,6,Homework Help,3,Assignment Completed,FALSE,2.3
SESSION00427,Graduate,Business,10/6/2025,11.4,5,Writing,3,Assignment Completed,TRUE,2.4
SESSION00428,Undergraduate,Biology,14/8/2024,33.76,6,Writing,4,Gave Up,FALSE,4
SESSION00429,Graduate,Business,30/6/2024,68.09,28,Homework Help,5,Assignment Completed,FALSE,5
SESSION00430,Graduate,Business,23/4/2025,92.76,31,Homework Help,2,Idea Drafted,TRUE,1.6
SESSION00431,Undergraduate,Math,23/9/2024,16.97,3,Studying,4,Assignment Completed,TRUE,3.8
SESSION00432,Undergraduate,Business,1/3/2025,7.47,1,Homework Help,3,Gave Up,FALSE,2.6
SESSION00433,High School,Computer Science,29/12/2024,27.61,7,Writing,2,Assignment Completed,TRUE,1.3
SESSION00434,Undergraduate,History,20/11/2024,20.6,6,Studying,2,Confused,FALSE,2
SESSION00435,Graduate,Psychology,17/9/2024,17.54,4,Writing,5,Assignment Completed,TRUE,4.7
SESSION00436,Undergraduate,Computer Science,24/1/2025,31.93,15,Coding,3,Confused,FALSE,2.6
SESSION00437,High School,Psychology,7/1/2025,26.93,9,Coding,4,Confused,FALSE,3.6
SESSION00438,Graduate,Computer Science,28/2/2025,20.33,4,Coding,3,Assignment Completed,TRUE,3
SESSION00439,High School,Computer Science,21/6/2025,11.36,2,Studying,3,Assignment Completed,TRUE,4
SESSION00440,Undergraduate,Computer Science,19/8/2024,7.84,1,Studying,4,Idea Drafted,TRUE,5
SESSION00441,Undergraduate,Psychology,5/8/2024,20.59,8,Writing,3,Assignment Completed,FALSE,2.3
SESSION00442,Undergraduate,Math,5/10/2024,18.72,7,Homework Help,5,Assignment Completed,TRUE,4.3
SESSION00443,Graduate,Engineering,31/3/2025,18.87,8,Coding,3,Idea Drafted,TRUE,3.9
SESSION00444,Undergraduate,Computer Science,15/11/2024,11.1,2,Writing,2,Assignment Completed,TRUE,1.8
SESSION00445,Undergraduate,Math,12/1/2025,1.4,1,Homework Help,3,Gave Up,FALSE,2.3
SESSION00446,Undergraduate,Engineering,30/9/2024,1.25,1,Writing,4,Assignment Completed,TRUE,4.5
SESSION00447,Undergraduate,Psychology,18/3/2025,23.69,6,Coding,4,Idea Drafted,TRUE,4
SESSION00448,Undergraduate,Engineering,1/8/2024,27.31,6,Coding,3,Assignment Completed,TRUE,2.3
SESSION00449,Undergraduate,Psychology,7/10/2024,4.03,1,Brainstorming,3,Assignment Completed,TRUE,2.5
SESSION00450,Undergraduate,Business,24/5/2025,19.75,4,Coding,3,Assignment Completed,TRUE,4.3
SESSION00451,Undergraduate,Engineering,6/3/2025,11.61,4,Homework Help,2,Idea Drafted,TRUE,2.3
SESSION00452,Graduate,Biology,10/1/2025,22.5,10,Studying,3,Confused,FALSE,4.9
SESSION00453,Undergraduate,Engineering,30/4/2025,22.48,9,Coding,3,Gave Up,TRUE,2.3
SESSION00454,Undergraduate,Engineering,22/10/2024,8.93,2,Writing,3,Assignment Completed,TRUE,4
SESSION00455,High School,Engineering,9/4/2025,5.1,1,Writing,5,Assignment Completed,TRUE,4.1
SESSION00456,Graduate,Psychology,27/11/2024,31.16,14,Writing,3,Assignment Completed,TRUE,2.6
SESSION00457,Graduate,Math,1/7/2024,13.58,2,Writing,3,Confused,FALSE,3.7
SESSION00458,Graduate,Math,18/7/2024,17.76,4,Homework Help,2,Assignment Completed,TRUE,2.5
SESSION00459,Graduate,Engineering,30/1/2025,6.17,1,Coding,3,Idea Drafted,TRUE,4.6
SESSION00460,Graduate,Biology,2/6/2025,21.22,4,Writing,4,Assignment Completed,TRUE,3
SESSION00461,Undergraduate,Business,4/8/2024,11.57,4,Coding,3,Assignment Completed,FALSE,1.4
SESSION00462,Graduate,Psychology,25/9/2024,30.38,14,Coding,3,Assignment Completed,TRUE,2.5
SESSION00463,Undergraduate,History,8/6/2025,47.81,20,Studying,4,Confused,FALSE,3.1
SESSION00464,Undergraduate,History,11/10/2024,13.14,4,Writing,5,Assignment Completed,FALSE,4.8
SESSION00465,High School,Math,29/9/2024,1.38,1,Studying,3,Assignment Completed,TRUE,3.6
SESSION00466,Undergraduate,Math,4/5/2025,36.05,8,Writing,3,Assignment Completed,TRUE,3.3
SESSION00467,Undergraduate,History,26/9/2024,0.94,1,Coding,3,Assignment Completed,TRUE,4.5
SESSION00468,Undergraduate,History,14/4/2025,17.44,4,Studying,3,Gave Up,TRUE,2.5
SESSION00469,Graduate,Biology,10/3/2025,14.24,4,Writing,5,Idea Drafted,TRUE,5
SESSION00470,High School,Engineering,20/6/2025,5.23,1,Studying,5,Idea Drafted,FALSE,4.5
SESSION00471,Undergraduate,Psychology,25/1/2025,11.23,3,Coding,2,Assignment Completed,TRUE,1.4
SESSION00472,Undergraduate,Business,22/5/2025,17.09,3,Research,3,Confused,TRUE,4.2
SESSION00473,Undergraduate,Business,17/2/2025,24.63,4,Coding,4,Idea Drafted,FALSE,5
SESSION00474,Undergraduate,Computer Science,2/2/2025,4.78,1,Research,3,Assignment Completed,TRUE,3.3
SESSION00475,Graduate,History,30/4/2025,18.57,4,Homework Help,4,Assignment Completed,FALSE,3.7
SESSION00476,Undergraduate,Business,18/6/2025,8.41,2,Brainstorming,3,Idea Drafted,TRUE,2.3
SESSION00477,Graduate,Business,15/1/2025,4.79,1,Studying,4,Idea Drafted,TRUE,3.4
SESSION00478,Undergraduate,Engineering,17/6/2025,3.51,1,Writing,3,Assignment Completed,FALSE,3.9
SESSION00479,Undergraduate,Math,3/9/2024,13.31,3,Studying,2,Idea Drafted,TRUE,1
SESSION00480,Undergraduate,Engineering,22/2/2025,10.77,2,Studying,3,Idea Drafted,TRUE,3.7
SESSION00481,High School,Business,3/1/2025,5.43,2,Studying,4,Gave Up,TRUE,4.5
SESSION00482,Graduate,Biology,15/1/2025,17.2,6,Homework Help,1,Idea Drafted,TRUE,1
SESSION00483,Graduate,History,25/6/2024,11.35,2,Homework Help,2,Assignment Completed,TRUE,2.3
SESSION00484,Graduate,Engineering,20/8/2024,48.43,13,Coding,4,Idea Drafted,TRUE,3.9
SESSION00485,Graduate,Math,1/7/2024,20.67,4,Homework Help,4,Confused,TRUE,4.6
SESSION00486,Graduate,History,29/10/2024,19.91,4,Studying,4,Idea Drafted,TRUE,2.9
SESSION00487,Undergraduate,Biology,18/4/2025,6.9,1,Studying,3,Confused,FALSE,4.3
SESSION00488,Undergraduate,Business,18/3/2025,50.52,12,Coding,3,Assignment Completed,TRUE,3.4
SESSION00489,High School,Psychology,18/4/2025,41.71,8,Coding,3,Assignment Completed,TRUE,2.9
SESSION00490,Undergraduate,Engineering,25/1/2025,17.68,4,Homework Help,5,Idea Drafted,TRUE,5
SESSION00491,Undergraduate,Computer Science,4/12/2024,16.15,6,Homework Help,3,Assignment Completed,TRUE,2.2
SESSION00492,Undergraduate,Engineering,30/1/2025,14.78,3,Writing,4,Gave Up,TRUE,3.1
SESSION00493,Graduate,Psychology,3/11/2024,8.91,2,Studying,3,Assignment Completed,FALSE,3.5
SESSION00494,Undergraduate,History,24/6/2024,6.15,1,Studying,2,Idea Drafted,TRUE,2.2
SESSION00495,Undergraduate,Business,27/12/2024,12.57,2,Brainstorming,3,Confused,FALSE,4.3
SESSION00496,High School,Business,7/9/2024,27.04,11,Homework Help,5,Idea Drafted,FALSE,4.2
SESSION00497,Undergraduate,Computer Science,4/9/2024,19.51,5,Coding,3,Assignment Completed,TRUE,4.4
SESSION00498,Undergraduate,Math,5/8/2024,22.96,6,Homework Help,4,Assignment Completed,TRUE,5
SESSION00499,Undergraduate,Math,4/4/2025,16.77,5,Writing,2,Assignment Completed,TRUE,1.1
SESSION00500,High School,Biology,20/10/2024,21.51,4,Writing,3,Idea Drafted,TRUE,2.1
SESSION00501,Undergraduate,Engineering,30/3/2025,10.67,2,Studying,3,Confused,TRUE,3
